tree_id,species,planting_year,trunk_diameter_cm,latitude,longitude,PLZ
134,Acer (Ahorn),2021,11.023191446858304,52.401337144716734,13.099415028838001,10115
135,Platanus,1957,48.16466003966737,52.36995138895354,13.095584710855752,10115
136,Tilia (Linde),2008,17.571342756869882,52.34273897073925,13.182248156147086,10115
137,Tilia (Linde),2002,21.35020164739896,52.33968147624083,13.09004491868693,10115
138,Acer (Ahorn),2003,24.433764553405208,52.39270162058582,13.145347478523409,10115
139,Fraxinus,1983,41.41720817157855,52.346398731124964,13.102293024938643,10115
140,Acer (Ahorn),1982,38.30101100607792,52.35379152349473,13.15177200557475,10115
141,Fraxinus,1999,20.632443412392185,52.40200542516311,13.169905640625416,10115
142,Betula,2013,19.73810512850461,52.39712161969394,13.173923413773679,10115
143,Acer (Ahorn),1955,49.63457899200277,52.39409832110426,13.146280236124289,10115
144,Betula,1998,18.98754231753716,52.342606647812666,13.108515640470506,10115
145,Tilia (Linde),2010,19.210395149868507,52.3415015987533,13.161576073852318,10115
146,Tilia (Linde),1955,54.51461631659982,52.38461074951504,13.188106665846833,10115
147,Betula,2003,22.720243444434328,52.35915596063551,13.1948051813667,10115
148,Betula,1956,38.09941087798793,52.38798993060404,13.142530757015448,10115
149,Tilia (Linde),1952,54.51764447325091,52.37452061047553,13.115231709535855,10115
150,Acer (Ahorn),1978,29.771154750899598,52.40397170330973,13.161970246013114,10115
151,Acer (Ahorn),1976,36.48468991861703,52.34596201930881,13.171530886170853,10115
152,Betula,1983,34.105566188117415,52.3776831507735,13.141316568796828,10115
153,Acer (Ahorn),2015,15.383762802972633,52.367114512240526,13.104446229191284,10115
154,Acer (Ahorn),2022,8.339797733430148,52.346008976348465,13.119855985732334,10115
155,Quercus (Eiche),2017,18.424074276319775,52.349163669660236,13.14543403687015,10115
156,Acer (Ahorn),1974,41.03726223106466,52.349437573233104,13.15423861266303,10115
157,Platanus,2006,27.655802936863736,52.3511592853922,13.16916323059745,10115
158,Betula,2008,20.99347067815885,52.33976651063139,13.188533312137057,10115
159,Acer (Ahorn),2020,14.799680631378195,52.35957506122075,13.14655070691363,10115
160,Quercus (Eiche),1985,40.73835341091484,52.36978602731573,13.11324608364105,10115
161,Tilia (Linde),1992,32.40818625551606,52.3996896836525,13.182446524657705,10115
162,Platanus,1992,33.14734636975174,52.34839602012921,13.122014386668916,10115
163,Betula,1993,25.35396889674729,52.377226714095734,13.168775753535353,10115
164,Tilia (Linde),1981,34.200478573743254,52.38924393611709,13.110547311343332,10115
165,Tilia (Linde),1994,27.562773070812902,52.3820388364468,13.146206697152993,10115
166,Acer (Ahorn),1964,41.936385781451214,52.36759517563178,13.128305861642893,10115
167,Tilia (Linde),1977,40.727646324191824,52.388989169479295,13.108228372034388,10115
168,Betula,1991,31.33864297903562,52.39045759488622,13.105611436859025,10115
169,Quercus (Eiche),1995,32.069768162695404,52.38832090497731,13.17750988105622,10115
170,Tilia (Linde),2004,27.20943798728878,52.35640917852969,13.090178589393922,10115
171,Fraxinus,2014,19.843302232990617,52.37813969112551,13.140531883483147,10115
172,Tilia (Linde),1977,39.30894945231816,52.36331584252147,13.191106078812561,10115
173,Quercus (Eiche),1977,45.121007131436464,52.349015134020426,13.186148448922477,10115
174,Tilia (Linde),1995,29.099779212771537,52.341523807529356,13.129645294682216,10115
175,Tilia (Linde),2001,30.097250069608446,52.34815399585098,13.171282548813405,10115
176,Tilia (Linde),1969,46.1149212110397,52.39025072119782,13.116829078421901,10115
177,Tilia (Linde),1999,23.814967696256833,52.33894176128881,13.147977391804247,10115
178,Tilia (Linde),2018,14.474979745882111,52.37241852657927,13.088250715465833,10115
179,Tilia (Linde),1995,34.77469982341776,52.35015299146008,13.122205843458866,10115
180,Acer (Ahorn),2013,16.163522718219305,52.353396618193756,13.15682478668049,10115
181,Platanus,1978,42.450536872448886,52.36356252506952,13.154425901956328,10115
182,Quercus (Eiche),1980,43.200375254399,52.34730825933235,13.108946700748627,10115
183,Quercus (Eiche),1978,39.63876816567731,52.34001068408008,13.114567864317443,10115
184,Acer (Ahorn),1978,37.7157803867819,52.398791746118256,13.122561574241734,10115
185,Betula,1991,22.834699728918952,52.3630730532029,13.181251118453213,10115
186,Betula,1990,25.609443519545387,52.376240101677546,13.152589337550925,10115
187,Tilia (Linde),1977,43.23045874786711,52.353925952842246,13.180956727312894,10115
188,Tilia (Linde),2016,16.698519917022672,52.358340338234456,13.121244796659616,10115
189,Tilia (Linde),1957,49.33448681571004,52.35920996198569,13.092584250519389,10115
190,Quercus (Eiche),2016,17.979848495175787,52.39946796744632,13.186472661940622,10115
191,Acer (Ahorn),2005,21.594648036954272,52.36887314570508,13.100297431283705,10115
192,Acer (Ahorn),2011,18.07134049722137,52.370982809852414,13.130774635128079,10115
193,Tilia (Linde),1970,45.660820367082,52.3393654404252,13.150221039948581,10115
194,Quercus (Eiche),2012,17.799778779701406,52.403624958531886,13.182471505475156,10115
195,Acer (Ahorn),2000,24.810120851070362,52.382514480874455,13.161290239746409,10115
196,Tilia (Linde),1987,33.55900082395079,52.36053002794955,13.14722174072001,10115
197,Betula,1991,22.259395061222065,52.37736586929771,13.104710345945469,10115
198,Tilia (Linde),1992,28.85023303941874,52.39357147306243,13.093040927426948,10115
199,Fraxinus,2023,13.807732043710097,52.36595443470852,13.13521226229062,10115
200,Tilia (Linde),1979,40.08036835310229,52.403334452098285,13.124697664625714,10115
201,Betula,1977,29.365231637297597,52.34819814716743,13.107619851535782,10115
202,Fraxinus,1983,30.604461437063318,52.382384752344144,13.106567116756633,10115
203,Fraxinus,2015,15.535697937835273,52.35387102648508,13.19925759158417,10115
204,Betula,1963,43.897007498410346,52.356778756090634,13.189580084704403,10115
205,Betula,2006,18.909572213335533,52.34072962936031,13.160672774374055,10115
206,Platanus,2005,28.344595774150612,52.3821180157272,13.143595854148295,10115
207,Betula,2010,18.295792312455973,52.35403010494103,13.14815720167847,10115
208,Tilia (Linde),2001,27.544593760910697,52.40338720085746,13.180929741030717,10115
209,Acer (Ahorn),2006,17.165019986040598,52.380860958473754,13.139506495400125,10115
210,Acer (Ahorn),2014,18.837656265758817,52.35427636268591,13.176658021599428,10115
211,Betula,1983,29.686899768096445,52.356885541017895,13.184962517839677,10115
212,Acer (Ahorn),1972,41.652946849208625,52.34555548826554,13.175022355127625,10115
213,Quercus (Eiche),2015,15.060508137933741,52.37396598354755,13.120347375232955,10115
214,Platanus,2001,27.668221019777658,52.39531906183438,13.146878761734833,10115
215,Quercus (Eiche),2005,26.36249675365775,52.34522601101097,13.19973227406513,10115
216,Tilia (Linde),1960,48.30217681366936,52.362102119369034,13.118440702231874,10115
217,Acer (Ahorn),2013,17.920851401117876,52.371289516688606,13.141718681409355,10115
218,Acer (Ahorn),1977,35.87045196786563,52.389935697007715,13.184036546249814,10115
219,Tilia (Linde),2014,15.238443767755125,52.36866846666331,13.090114518782089,10115
220,Quercus (Eiche),2021,16.73791230488786,52.36903066257007,13.157327282189712,10115
221,Quercus (Eiche),2006,27.723709905450065,52.36478975324075,13.102654042884215,10115
222,Quercus (Eiche),1994,30.567895038058495,52.350652053173114,13.134174047137051,10115
223,Quercus (Eiche),1988,38.38700123349701,52.359662405841604,13.172832448006492,10115
224,Platanus,1977,39.442076607251764,52.372760214196624,13.154064741092112,10115
225,Quercus (Eiche),1979,38.60321099353547,52.34622380640756,13.186418070718771,10115
226,Fraxinus,1987,36.19267156969288,52.358241545698895,13.100816500759096,10115
227,Fraxinus,2016,10.009844976484066,52.358121747565896,13.136367945591447,10115
228,Acer (Ahorn),1979,38.47569963490034,52.35453091782557,13.173604151075333,10115
229,Quercus (Eiche),2008,22.331256476095696,52.36589010718619,13.097508900314287,10115
230,Acer (Ahorn),2008,19.308796923909828,52.39532787499775,13.174747376819532,10115
231,Betula,1972,36.70727372741673,52.37560156213088,13.170256847158088,10115
232,Platanus,2001,28.880669413230677,52.38392565467948,13.169230169212865,10115
233,Betula,2005,17.530113693920345,52.3751211493345,13.114288123944862,10115
234,Acer (Ahorn),1989,32.80672275754916,52.35937393261038,13.174436680144277,10115
235,Platanus,2015,17.2995202160594,52.37045178081477,13.16135398795675,10115
236,Quercus (Eiche),2004,22.259321794590317,52.34406970954652,13.144437651114332,10115
237,Platanus,2000,27.288295283836494,52.396347306182896,13.16272735870842,10115
238,Tilia (Linde),2000,30.905486747862682,52.36267552163339,13.103863876140233,10115
239,Platanus,2014,22.795675184800768,52.33999718911481,13.093458866184646,10115
240,Betula,1979,34.61611075182088,52.371259979659854,13.199006694710013,10115
241,Tilia (Linde),1995,26.25933287344101,52.356526714964524,13.12787738325692,10115
242,Acer (Ahorn),2002,25.013733821441683,52.355001702944165,13.197924751674659,10115
243,Tilia (Linde),2002,28.04627615344886,52.35712529565732,13.169400291721916,10115
244,Platanus,1971,47.1658167290974,52.38405284381851,13.095906572850867,10115
245,Tilia (Linde),2005,25.895569202096016,52.38354544967918,13.088182926742482,10115
246,Fraxinus,1952,51.504473052849576,52.38828742524162,13.116083908520025,10115
247,Tilia (Linde),2001,25.913605370881385,52.386804827896306,13.174340310437831,10115
248,Fraxinus,1959,45.32790902650922,52.38543184816399,13.09074622601795,10115
249,Betula,2005,14.31533666890258,52.35435294983863,13.199061333043254,10115
250,Acer (Ahorn),2002,24.560838414214068,52.39283168944173,13.118760426517941,10115
251,Betula,2011,17.21980510110497,52.382523339729005,13.105991174967123,10115
252,Betula,1986,31.0080118287462,52.340504628606624,13.172688792009648,10115
253,Fraxinus,2017,10.340443280993256,52.376814127225316,13.150113648240083,10115
254,Quercus (Eiche),2007,25.77308275664097,52.39706563071739,13.122036178324112,10115
255,Acer (Ahorn),1976,43.316791729750996,52.36254672342069,13.1062550935148,10115
256,Tilia (Linde),1988,34.16209102933272,52.350849321795245,13.183192337741692,10115
257,Acer (Ahorn),1986,32.01326296621351,52.343329262554604,13.180130798958087,10115
258,Tilia (Linde),1996,30.154180330923577,52.34307728664884,13.142875193703143,10115
259,Acer (Ahorn),1974,44.210017859935924,52.39128654036235,13.164038185457732,10115
260,Acer (Ahorn),2008,16.872493448051742,52.40413707570014,13.183325800495016,10115
261,Acer (Ahorn),1980,35.81362236898388,52.38983477299282,13.163377763517936,10115
262,Acer (Ahorn),1972,36.66469722148297,52.39951846713961,13.144729220218375,10115
263,Betula,1989,26.312158512837776,52.39755136478134,13.160208231870039,10115
264,Betula,2008,18.22167246917387,52.3714801264204,13.114409867908389,10115
265,Acer (Ahorn),1977,40.711612918283826,52.351663446257525,13.16986135564599,10115
266,Acer (Ahorn),2012,22.779309107800877,52.40392008070334,13.111705280144218,10115
267,Fraxinus,2022,11.435595258423263,52.350254361527064,13.136748795462688,10115
268,Tilia (Linde),2006,21.744732241089572,52.36478315239312,13.125179198762257,10115
269,Tilia (Linde),1996,36.705389862582024,52.40021118801982,13.157889396379575,10115
270,Tilia (Linde),2000,25.478986257197345,52.38192449635061,13.198662520182594,10115
271,Platanus,2006,22.012276115183674,52.35969128603755,13.166507958136144,10115
272,Acer (Ahorn),2022,4.511781249579805,52.35267960779385,13.184144622456168,10115
273,Betula,2002,25.77840749401098,52.40359745373258,13.099932362831046,10115
274,Platanus,2008,25.20766352076289,52.35846568206787,13.184927554916703,10115
275,Quercus (Eiche),1995,39.44857645467128,52.36947703728965,13.163731648687406,10115
276,Betula,2006,15.301276561094213,52.35732858180524,13.124244213789316,10115
277,Betula,1989,32.32768509781009,52.375024038745394,13.10325774510561,10115
278,Quercus (Eiche),2000,29.044594323063894,52.372521364728215,13.138093262074847,10115
279,Quercus (Eiche),1981,43.38327300360117,52.401262359210115,13.112155895618939,10115
280,Quercus (Eiche),2015,12.559686660578667,52.39863308430764,13.159628645855076,10115
281,Tilia (Linde),1968,49.126400249231956,52.37998015509871,13.100256582456673,10115
282,Tilia (Linde),1988,36.28629089099448,52.36030406055949,13.183281300657919,10115
283,Fraxinus,1970,41.7312363593762,52.3558624360113,13.109888558804752,10115
284,Acer (Ahorn),1993,30.47940941749809,52.36814121023585,13.118614066350435,10115
285,Quercus (Eiche),2004,23.731000270067685,52.35628387250052,13.124562250778414,10115
286,Platanus,1999,26.71411865406832,52.341574381850684,13.160741462804442,10115
287,Acer (Ahorn),2009,17.92603244801731,52.38448928250439,13.126177470448006,10115
288,Fraxinus,1954,43.93278672332291,52.352890537913154,13.107724480211019,10115
289,Betula,1957,44.21454424747407,52.3380624195937,13.110508106483815,10115
290,Acer (Ahorn),1992,32.651943026127036,52.34062582240665,13.141140949497107,10115
291,Quercus (Eiche),1989,33.95025999385986,52.4050497508175,13.118614748887417,10115
292,Fraxinus,2021,12.063271792622254,52.35249610946974,13.191013441710945,10115
293,Platanus,1979,39.74511024304681,52.3692536888449,13.122771939446345,10115
294,Fraxinus,1965,45.27372293916377,52.3920983364499,13.182715052816945,10115
295,Tilia (Linde),2012,16.796377930073643,52.34638785237868,13.102160081134851,10115
296,Betula,1990,24.836040370486668,52.39664442925997,13.13474346781178,10115
297,Platanus,1986,39.64894551724643,52.34523645826887,13.186940534065211,10115
298,Tilia (Linde),1961,48.07439578721498,52.348492508286235,13.152417012466803,10115
299,Acer (Ahorn),2019,18.425341043387064,52.39976760091041,13.164960837605312,10115
300,Platanus,1969,46.213339719016794,52.34359977901425,13.139009955639345,10115
301,Tilia (Linde),1972,39.871084787153464,52.36553402356716,13.152973012306171,10115
302,Acer (Ahorn),2020,15.236378878874572,52.36093921686864,13.17895581005346,10115
303,Betula,1981,33.475206144803835,52.35644740747458,13.186134302653008,10115
304,Quercus (Eiche),1995,34.37577843741121,52.35865677743127,13.105668228158846,10115
305,Acer (Ahorn),1961,47.71723743227903,52.35695597816733,13.091916387982783,10115
306,Acer (Ahorn),2008,17.98504785161403,52.34758987275472,13.162043194600434,10115
307,Quercus (Eiche),2003,26.35857460054351,52.34692276863054,13.100491437780894,10115
308,Fraxinus,1998,26.395582451564188,52.39695042675822,13.096698712796327,10115
309,Betula,1984,26.37002985612011,52.34113822162652,13.19389824545486,10115
310,Tilia (Linde),1982,36.49798543140016,52.38768402772874,13.173254718163133,10115
311,Fraxinus,1969,46.3495109414799,52.3614464826,13.199820007127093,10115
312,Betula,2001,22.817934339254933,52.368537734942585,13.120024591901274,10115
313,Quercus (Eiche),2009,18.292154155651904,52.38710721150706,13.184079182370233,10115
314,Betula,1996,19.94495535859234,52.35448353563747,13.140900471133355,10115
315,Tilia (Linde),2009,25.817680390285,52.395595110906044,13.169546932312269,10115
316,Fraxinus,1988,32.2783197663765,52.383062659048335,13.13286119641807,10115
317,Platanus,2001,25.19484236014307,52.370250457730734,13.132890448375308,10115
318,Platanus,2019,12.698988505213515,52.390283919865105,13.146877447618275,10115
319,Tilia (Linde),1982,32.856832618922894,52.367950279361814,13.19764358788646,10115
320,Betula,1969,41.00860213120687,52.36318003383624,13.126396333200772,10115
321,Tilia (Linde),2011,18.226404597425237,52.35801367092891,13.103017890614915,10115
322,Quercus (Eiche),2007,27.940237271911055,52.36684007333828,13.097696518188316,10115
323,Tilia (Linde),2012,18.834064797048676,52.36134781467867,13.106771907041056,10115
324,Betula,2017,17.238709130446466,52.35457552364971,13.177012970890091,10115
325,Tilia (Linde),1957,51.018003736078875,52.398739627657356,13.1566341800272,10115
326,Fraxinus,1995,31.207663072365435,52.351061622100865,13.151590557145147,10115
327,Platanus,1990,36.25721728252917,52.377790884564206,13.126671274756514,10115
328,Tilia (Linde),1989,35.22379238598109,52.34801697696506,13.144824882843062,10115
329,Tilia (Linde),2002,26.537496873419414,52.37460269523695,13.13811565666279,10115
330,Tilia (Linde),2016,14.929698897750844,52.379278827733906,13.117985819471658,10115
331,Acer (Ahorn),1974,43.85931086052349,52.36068731406232,13.095869624492257,10115
332,Betula,1998,20.902631198835728,52.355475795581214,13.178213051409884,10115
333,Tilia (Linde),1968,44.73507770826554,52.36563600270408,13.155880670008678,10115
334,Betula,1976,33.81327128773369,52.39974727576514,13.123496279307576,10115
335,Tilia (Linde),2006,24.081838670190592,52.35395195576022,13.126502522711348,10115
336,Betula,1962,38.33153006920986,52.388276649590075,13.189993297570982,10115
337,Fraxinus,2023,10.047351619287364,52.341338655095306,13.164475201219814,10115
338,Betula,2016,13.097294519803443,52.38102411356077,13.102716823093619,10115
339,Platanus,2007,18.273130236873584,52.35320800023149,13.111491383163695,10115
340,Betula,1982,31.167173525050213,52.35727134155161,13.175393370137709,10115
341,Tilia (Linde),1995,26.528667338855666,52.340455513248685,13.096029709058039,10115
342,Tilia (Linde),2001,20.927685100026313,52.37959446613595,13.137709797569347,10115
343,Tilia (Linde),1989,33.764539149293334,52.3454682162252,13.185459960345447,10115
344,Acer (Ahorn),2017,15.349070668887041,52.373708561175164,13.11006013534867,10115
345,Platanus,1986,38.07281498548894,52.370523024213945,13.128840821298141,10115
346,Platanus,2000,29.49943085563479,52.37472569747048,13.191655981461063,10115
347,Betula,1989,22.15540561255093,52.40468824971156,13.134562695156987,10115
348,Tilia (Linde),1983,32.65375000911657,52.400824446420216,13.095315024307064,10115
349,Platanus,2010,26.760564310441016,52.37195317716551,13.144269736618345,10115
